Game Name,Game Link,Developer Name,Publisher Name,Game Genre,Platform,Style Genre,Release Date,Price,Rating,Positive Review,Review
Lazy Galaxy 2,https://store.steampowered.com/app/1477950/Lazy_Galaxy_2/?snr=1_7_7_240_150_5,Coldwild Games,Coldwild Games,"Clicker,Idler,Auto Battler,RTS,Strategy,RPG,2D,Base Building,Casual,Pixel Graphics,Space,Sci-fi,Management,Moddable,Building,Aliens,Combat,Singleplayer,Indie,Early Access","music, linux, mac, win","2D,Pixel Graphics","15 Mar, 2022",1 418₴,7,79%,134
史莱姆冒险战SlimeWarfare,https://store.steampowered.com/app/2166820/SlimeWarfare/?snr=1_7_7_240_150_5,MJ NULL零值梦境,MJ NULL零值梦境,"Real Time Tactics,Roguelike,Roguelite,Tower Defense,Indie,Base Building,Strategy,Building,Resource Management,RTS,Strategy RPG,2D,Adventure,Fantasy,Colorful,Singleplayer,Casual,Board Game,Management,Card Battler",win,"2D,Colorful","16 Feb, 2023",149₴,8,93%,15
Victory At Sea Ironclad,https://store.steampowered.com/app/1299330/Victory_At_Sea_Ironclad/?snr=1_7_7_240_150_5,Evil Twin Artworks,Evil Twin Artworks,"Action,RTS,Grand Strategy,Wargame,Strategy,Real Time Tactics,Historical,Open World,Military,Tactical,Economy,Management,3D,Alternate History,America,War,Base Building,Building,Choices Matter,Combat","mac, win",3D,"25 Apr, 2023",479₴,7,75%,12
Armored Brigade,https://store.steampowered.com/app/1089840/Armored_Brigade/?snr=1_7_7_240_150_5,Veitikka Studios,Veitikka Studios,"Simulation,Strategy,Tactical,Wargame,Cold War,RTS,Military,War",win,,"15 Nov, 2018",992₴,9,88%,214
Nuclear Dawn,https://store.steampowered.com/app/17710/Nuclear_Dawn/?snr=1_7_7_240_150_5,"GameConnect, InterWave Studios","GameConnect, InterWave Studios","Strategy,FPS,Action,RTS,Multiplayer,Post-apocalyptic,Sci-fi,Shooter,Tactical,First-Person,Team-Based,Indie,Real-Time,Futuristic,Dystopian,Real Time Tactics,3D,Top-Down,Base Building,Alternate History","linux, mac, win","First-Person,3D,Top-Down","26 Sep, 2011",22₴,7,78%,1542
Lawless West,https://store.steampowered.com/app/2108440/Lawless_West/?snr=1_7_7_240_150_5,First Games Interactive,First Games Interactive,"Strategy,RTS,CRPG,Historical,PvE,Multiple Endings,RPG,Resource Management,Indie,Singleplayer,Tower Defense,Isometric,Wargame,Western,Atmospheric,Military,War,Combat",win,Isometric,"7 Jan, 2023",194₴,8,85%,34
Traveler's Game,https://store.steampowered.com/app/2058850/Travelers_Game/?snr=1_7_7_240_150_5,Laolu Productions,Laolu Productions,"Strategy,Conversation,Story Rich,RPG,RTS,Indie,Sandbox,Atmospheric,Singleplayer,Casual,Third-Person Shooter,Arcade,3D,Relaxing,Wargame,Stylized,Top-Down,Comedy,Dark Humor,Simulation","mac, win","3D,Stylized,Top-Down","4 Apr, 2023",206₴,8,100%,10
Beetle Uprising,https://store.steampowered.com/app/662680/Beetle_Uprising/?snr=1_7_7_240_150_5,"Iocane Games, LLC","Iocane Games, LLC","Colony Sim,Real Time Tactics,Management,Science,Nature,God Game,Procedural Generation,Strategy,Life Sim,Simulation,RTS,Character Customization,Resource Management,Base Building,Casual,Inventory Management,Cute,Education,Dark Humor,Funny",win,Cute,"5 Nov, 2020",169₴,7,74%,58
2089 - Space Divided,https://store.steampowered.com/app/1653770/2089__Space_Divided/?snr=1_7_7_240_150_5,Killsecuregames,Killsecuregames,"Early Access,Strategy,RTS,Sci-fi,Base Building,Real Time Tactics,Action RTS,Singleplayer,Multiplayer,Crafting,Wargame,3D,Realistic,Atmospheric,Futuristic,Artificial Intelligence,Tactical,War,Military,Combat",win,"3D,Realistic","16 Sep, 2022",259₴,8,90%,11
MiniMap Kingdom,https://store.steampowered.com/app/1360670/MiniMap_Kingdom/?snr=1_7_7_240_150_5,YuruOwO,YuruOwO,"Casual,Simulation,Strategy,God Game,RTS,Base Building,Idler,Open World,City Builder,Political Sim,Colony Sim,Indie,Early Access,Pixel Graphics,Minimalist,Medieval,Singleplayer",win,"Pixel Graphics,Minimalist","15 Jul, 2020",74₴,9,85%,70
Warfare,https://store.steampowered.com/app/35300/Warfare/?snr=1_7_7_240_150_5,GFI Russia,GFI Russia,"Strategy,RTS,Military",win,,"20 Nov, 2008",209₴,9,85%,126
Golem Gates,https://store.steampowered.com/app/575970/Golem_Gates/?snr=1_7_7_240_150_5,"Laser Guided Games, LLC","Laser Guided Games, LLC","Strategy,Deckbuilding,Card Battler,RTS,Card Game,Indie",win,,"28 Mar, 2018",329₴,9,84%,85
Cannon Brawl,https://store.steampowered.com/app/230860/Cannon_Brawl/?snr=1_7_7_240_150_5,"Theresa Duringer, Pete Andstadt","Theresa Duringer, Pete Andstadt","Indie,Local Multiplayer,Multiplayer,2D,Strategy,Singleplayer,Controller,RTS,Action,Colorful,Adventure,Tower Defense","linux, mac, win","2D,Colorful","19 Sep, 2014",324₴,9,92%,536
No King No Kingdom,https://store.steampowered.com/app/726000/No_King_No_Kingdom/?snr=1_7_7_240_150_5,Fullmetal Developer,Fullmetal Developer,"Strategy,Action,Simulation,Indie,RPG,Base Building,RTS,Fantasy,Real Time Tactics,War,Atmospheric,Sandbox,First-Person,Dragons,Management,Local Co-Op,Singleplayer,Split Screen,Adventure,Strategy RPG",win,"First-Person,Split Screen","16 Feb, 2020",229₴,9,82%,103
Darwinia,https://store.steampowered.com/app/1500/Darwinia/?snr=1_7_7_240_150_5,Introversion Software,Introversion Software,"Retro,Atmospheric,Strategy,RTS,Stylized,Singleplayer,Story Rich,Action,Old School,Pixel Graphics,3D,Sci-fi,God Game,Abstract,Arcade,Colorful,1980s,Artificial Intelligence,Emotional,Combat","music, linux, mac, win","Stylized,Pixel Graphics,3D,Abstract,Colorful","14 Jul, 2005",522₴,7,77%,673
A Year Of Rain,https://store.steampowered.com/app/319540/A_Year_Of_Rain/?snr=1_7_7_240_150_5,Daedalic Entertainment,Daedalic Entertainment,"RTS,Base Building,PvP,Co-op,Team-Based,Online Co-Op,Multiplayer,Competitive,Co-op Campaign,Classic,Strategy,Indie,RPG,eSports,Real-Time,War,Tactical,Great Soundtrack,Magic,Replay Value",win,,"13 Mar, 2020",229₴,6,43%,447
Kohan: Immortal Sovereigns,https://store.steampowered.com/app/97110/Kohan_Immortal_Sovereigns/?snr=1_7_7_240_150_5,TimeGate Studios,TimeGate Studios,"Strategy,RTS,Fantasy",,,"15 Mar, 2001",,9,81%,92
Rogue Door Defense,https://store.steampowered.com/app/1959880/Rogue_Door_Defense/?snr=1_7_7_240_150_5,brimselGames,brimselGames,"Casual,Strategy,Tower Defense,RTS,Roguelike,Roguelite,Real Time Tactics,3D,Atmospheric,Fantasy,Magic,Choices Matter,PvE,Resource Management,Base Building,Singleplayer",win,3D,"16 Aug, 2022",47₴,8,84%,13
Mushroom Wars,https://store.steampowered.com/app/431250/Mushroom_Wars/?snr=1_7_7_240_150_5,"Zillion Whales, Creat Studios","Zillion Whales, Creat Studios","Strategy,Action,Indie,RTS,Multiplayer,2D,Tower Defense,Tactical,Classic,Atmospheric,Replay Value,Comedy,Cartoony,Singleplayer,MOBA,Family Friendly,Cartoon,Funny,Action-Adventure,Cute",win,"2D,Cartoony,Cartoon,Cute","7 Apr, 2016",169₴,7,78%,284
Lords of the Realm II,https://store.steampowered.com/app/397350/Lords_of_the_Realm_II/?snr=1_7_7_240_150_5,Impressions Games,Impressions Games,"Strategy,RPG,Medieval,Turn-Based,Classic,Multiplayer,RTS",win,,"31 Oct, 1996",4 581₴,10,96%,1147
Masters of Anima,https://store.steampowered.com/app/606890/Masters_of_Anima/?snr=1_7_7_240_150_6,Passtech Games,Passtech Games,"Action,Strategy,Adventure,RPG,RTS,Isometric",win,Isometric,"10 Apr, 2018",99₴,9,83%,265
The Dark Legions,https://store.steampowered.com/app/492530/The_Dark_Legions/?snr=1_7_7_240_150_6,Mascot Entertainment,Mascot Entertainment,"Indie,Strategy,Medieval,RTS",win,,"1 Apr, 2004",40₴,9,83%,120
SERIES MAKERS TYCOON,https://store.steampowered.com/app/594040/SERIES_MAKERS_TYCOON/?snr=1_7_7_240_150_6,CREW Studio Krüger UG,CREW Studio Krüger UG,"Simulation,Indie,Strategy,Casual,Management,RTS,Life Sim,Colony Sim,Strategy RPG,City Builder,Immersive Sim,Political Sim,2D,Stealth,Science,Choices Matter,Open World,Singleplayer,Early Access,Movie",win,2D,"22 Feb, 2019",74₴,7,71%,478
Dark Future: Blood Red States,https://store.steampowered.com/app/370870/Dark_Future_Blood_Red_States/?snr=1_7_7_240_150_6,Auroch Digital,Auroch Digital,"Vehicular Combat,RTS,Games Workshop,Turn-Based Tactics,Automobile Sim,Strategy,Physics,Real-Time,Singleplayer,Bullet Time,Action,Real Time Tactics,Indie,Strategy RPG,Action Roguelike,Board Game,Adventure,Turn-Based Strategy,Third Person,Driving",win,Third Person,"16 May, 2019",537₴,7,73%,201
rymdkapsel,https://store.steampowered.com/app/253790/rymdkapsel/?snr=1_7_7_240_150_6,grapefrukt games,grapefrukt games,"Real Time Tactics,Puzzle,Tower Defense,RTS,Strategy,2D,Relaxing,Base Building,Casual,Minimalist,Space,Resource Management,Singleplayer,Indie,Short,Sci-fi,Simulation,Management,Abstract,God Game","linux, mac, win","2D,Minimalist,Abstract","30 Jan, 2014",187₴,9,81%,202
Disintegration,https://store.steampowered.com/app/536280/Disintegration/?snr=1_7_7_240_150_6,V1 Interactive,V1 Interactive,"FPS,PvE,Vehicular Combat,RTS,Shooter,Strategy,First-Person,Cyberpunk,Mechs,Transhumanism,Action,Sci-fi,Tactical,Robots,Adventure,Cinematic,Combat,Singleplayer,3D,Story Rich",win,"First-Person,Cinematic,3D","15 Jun, 2020",519₴,6,57%,180
Constructor,https://store.steampowered.com/app/579020/Constructor/?snr=1_7_7_240_150_6,System 3,System 3,"Strategy,Simulation,City Builder,Building,Comedy,Violent,Remake,RTS,Classic,Crime",win,,"26 May, 2017",379₴,7,76%,615
Hegemony Gold: Wars of Ancient Greece,https://store.steampowered.com/app/202690/Hegemony_Gold_Wars_of_Ancient_Greece/?snr=1_7_7_240_150_6,Longbow Games,Longbow Games,"Strategy,Indie,Historical,RTS,Real-Time with Pause,Grand Strategy,Singleplayer,Simulation",win,,"30 Mar, 2012",229₴,9,95%,157
Close Combat - Gateway to Caen,https://store.steampowered.com/app/297750/Close_Combat__Gateway_to_Caen/?snr=1_7_7_240_150_6,Slitherine Ltd.,Slitherine Ltd.,"Strategy,World War II,Simulation,Tactical,Wargame,Historical,RTS,Top-Down,Multiplayer,Singleplayer,Turn-Based Strategy,Real-Time with Pause,Realistic,2D,Real Time Tactics,Real-Time,Military",win,"Top-Down,Realistic,2D","6 Jun, 2014",2 610₴,6,66%,366
Zombo Buster Advance,https://store.steampowered.com/app/1302780/Zombo_Buster_Advance/?snr=1_7_7_240_150_6,FIREBEAST,FIREBEAST,"Strategy,Indie,Tower Defense,Zombies,Singleplayer,RTS,Real Time Tactics,2D,Top-Down Shooter,Survival,Cartoony,Colorful,Tactical,Military,Class-Based,Choices Matter,Base Building,Resource Management","mac, win","2D,Cartoony,Colorful","6 Aug, 2020",99₴,9,88%,110
Ground Control II: Operation Exodus,https://store.steampowered.com/app/254840/Ground_Control_II_Operation_Exodus/?snr=1_7_7_240_150_6,Massive Entertainment,Massive Entertainment,"Strategy,RTS,Sci-fi",win,,"18 Jun, 2004",4 581₴,9,88%,211
Startopia,https://store.steampowered.com/app/243040/Startopia/?snr=1_7_7_240_150_6,"My Little Planet Ltd, Mucky Foot Productions Ltd","My Little Planet Ltd, Mucky Foot Productions Ltd","Simulation,Management,Strategy,Funny,Base Building,Sci-fi,Comedy,City Builder,Space,Colony Sim,RTS,Singleplayer,Real-Time with Pause,Sandbox,Aliens,Multiplayer,God Game,Local Multiplayer,Life Sim,3D",win,3D,"19 Jun, 2001",129₴,9,90%,755
Spacebase Startopia,https://store.steampowered.com/app/840390/Spacebase_Startopia/?snr=1_7_7_240_150_6,Realmforge Studios,Realmforge Studios,"Strategy,Simulation,Space,Base Building,RTS,Sci-fi,City Builder,Management,Economy,Sandbox,Multiplayer,Co-op,Building,Comedy,Funny,Remake,Casual,Aliens,Parody,Relaxing","linux, mac, win",,"26 Mar, 2021",660₴,6,58%,317
Commandos: Beyond the Call of Duty,https://store.steampowered.com/app/6810/Commandos_Beyond_the_Call_of_Duty/?snr=1_7_7_240_150_6,Pyro Studios,Pyro Studios,"Strategy,Action,Tactical,World War II,Stealth,RTS,Military,Classic,Real Time Tactics,Difficult,1990's,Isometric,War",win,Isometric,"7 Apr, 1999",110₴,9,88%,760
The Seven Years War (1756-1763),https://store.steampowered.com/app/400470/The_Seven_Years_War_17561763/?snr=1_7_7_240_150_6,Oliver Keppelmüller,Oliver Keppelmüller,"Strategy,RTS,War,Economy,Historical",win,,"30 Oct, 2015",411₴,6,62%,119
The Hive,https://store.steampowered.com/app/325730/The_Hive/?snr=1_7_7_240_150_6,Skydome Entertainment,Skydome Entertainment,"Strategy,Indie,RTS,Base Building,Strategy RPG,Fantasy,Aliens,Atmospheric,Dark Fantasy,Lovecraftian,Story Rich,Singleplayer,Action,Adventure,RPG,Casual,Sci-fi,Real Time Tactics,Tactical,War","music, linux, mac, win",,"25 Aug, 2016",279₴,7,70%,254
Within the Range,https://store.steampowered.com/app/1693000/Within_the_Range/?snr=1_7_7_240_150_6,Aries,Aries,"Strategy,Wargame,RTS,3D,Sci-fi,War,Physics,Early Access,Combat,Indie,Singleplayer",win,3D,"28 Jul, 2021",199₴,7,70%,198
SunAge: Battle for Elysium,https://store.steampowered.com/app/318650/SunAge_Battle_for_Elysium/?snr=1_7_7_240_150_6,vertex4 entertainment GmbH,vertex4 entertainment GmbH,"Strategy,Indie,RTS,Base Building,Sci-fi,Isometric,2.5D,2D,Old School,Action,Post-apocalyptic,Retro,Robots,War,Atmospheric,Building,1990's,Story Rich,Multiplayer,Singleplayer","mac, win","Isometric,2.5D,2D","15 Dec, 2014",229₴,6,67%,140
Imperia Online,https://store.steampowered.com/app/424780/Imperia_Online/?snr=1_7_7_240_150_6,Imperia Online JSC,Imperia Online JSC,"Strategy,Massively Multiplayer,PvP,Simulation,Medieval,Free to Play,Grand Strategy,Multiplayer,RTS,War,Management,Wargame,Resource Management,Military,Economy,Turn-Based Strategy,Competitive,Destruction,Base Building,Action-Adventure",win,,"15 Apr, 2016",Free to Play,6,56%,257
Penkura,https://store.steampowered.com/app/739720/Penkura/?snr=1_7_7_240_150_6,Lionsart,Lionsart,"RPG,Survival,Base Building,RTS,First-Person,Action RTS,Crafting,Action-Adventure,Strategy RPG,Exploration,Story Rich,Strategy,Post-apocalyptic,Open World,Action,Building,Mystery,Early Access,Singleplayer,Top-Down",win,"First-Person,Top-Down","19 Dec, 2018",310₴,9,88%,50
Huusuienbu - Chapter spring and Summer,https://store.steampowered.com/app/622670/Huusuienbu__Chapter_spring_and_Summer/?snr=1_7_7_240_150_6,REAL Co.Ltd,REAL Co.Ltd,"Anime,Visual Novel,Indie,RPG,Adventure,Strategy,Tower Defense,Cute,RTS,Casual,Hack and Slash,Action-Adventure,Point & Click,JRPG,Tactical,FPS,Funny,Fantasy,Story Rich,Singleplayer",win,"Anime,Cute","28 May, 2019",38₴,7,73%,46
Steel Fury Kharkov 1942,https://store.steampowered.com/app/1351450/Steel_Fury_Kharkov_1942/?snr=1_7_7_240_150_6,Graviteam,Graviteam,"War,World War II,Simulation,Survival,RTS,3D,Vehicular Combat,First-Person,Historical,Tanks,Tactical,Combat,Singleplayer",win,"3D,First-Person","27 Sep, 2010",229₴,7,70%,137
Haegemonia: Legions of Iron,https://store.steampowered.com/app/294770/Haegemonia_Legions_of_Iron/?snr=1_7_7_240_150_6,Digital Reality,Digital Reality,"Strategy,Space,RTS,Action,Indie,Sci-fi",win,,"1 May, 2002",99₴,6,65%,52
Orbi Universo,https://store.steampowered.com/app/1090670/Orbi_Universo/?snr=1_7_7_240_150_6,Orbi Universo Team,Orbi Universo Team,"Simulation,Management,Indie,Real-Time with Pause,Historical,Strategy,Minimalist,Replay Value,RTS,Abstract,Moddable,Economy,2D,Politics,Singleplayer,War,Political,Mod,Rome,Grand Strategy",win,"Minimalist,Abstract,2D","10 Jan, 2020",708₴,7,78%,149
RESCUE 2: Everyday Heroes,https://store.steampowered.com/app/339210/RESCUE_2_Everyday_Heroes/?snr=1_7_7_240_150_6,Fragment Production Ltd.,Fragment Production Ltd.,"Strategy,Simulation,Singleplayer,RTS,Tactical,Education,Multiplayer","mac, win",,"3 Jun, 2015",333₴,6,59%,193
Extinction Eclipse,https://store.steampowered.com/app/1961250/Extinction_Eclipse/?snr=1_7_7_240_150_6,TuanisApps,TuanisApps,"RTS,Space,Action,Resource Management,Indie,Strategy,Base Building,Sci-fi,Singleplayer,Exploration,Building,Space Sim,Top-Down,Real Time Tactics,Wargame,2D,Economy,Action RTS,Futuristic,Cartoony","linux, mac, win","Top-Down,2D,Cartoony","17 Nov, 2022",124₴,8,89%,19
Phoenix Hope,https://store.steampowered.com/app/1465950/Phoenix_Hope/?snr=1_7_7_240_150_6,Honorable Pixel,Honorable Pixel,"Simulation,Strategy,Indie,Pixel Graphics,Survival,Colony Sim,Base Building,Tower Defense,Singleplayer,2D,Building,RTS,Medieval,Fantasy,Side Scroller,Early Access,Atmospheric,Economy,Resource Management",win,"Pixel Graphics,2D","14 Dec, 2021",169₴,7,79%,112
Kohan: Ahriman's Gift,https://store.steampowered.com/app/97120/Kohan_Ahrimans_Gift/?snr=1_7_7_240_150_6,TimeGate Studios,TimeGate Studios,"Strategy,RTS,Fantasy",,,"6 Nov, 2001",,9,87%,115
Religion inc God Simulator,https://store.steampowered.com/app/1388130/Religion_inc_God_Simulator/?snr=1_7_7_240_150_6,GameFirst,GameFirst,"Early Access,Strategy,Simulation,Experimental,God Game,RTS,Choose Your Own Adventure,3D,Top-Down,Isometric,Hand-drawn,Stylized,Colorful,Alternate History,Faith,Story Rich,Historical,Medieval,Philosophical,PvE","mac, win","3D,Top-Down,Isometric,Hand-drawn,Stylized,Colorful","16 Oct, 2020",99₴,7,79%,82
M.A.X.: Mechanized Assault & Exploration,https://store.steampowered.com/app/615250/MAX_Mechanized_Assault__Exploration/?snr=1_7_7_240_150_6,Interplay Entertainment Corp.,Interplay Entertainment Corp.,"Strategy,Action,Sci-fi,Top-Down,Futuristic,Classic,Turn-Based Strategy,RTS,Turn-Based","linux, mac, win",Top-Down,"31 Jul, 1998",169₴,9,90%,138
Company of Heroes: Opposing Fronts,https://store.steampowered.com/app/9340/Company_of_Heroes_Opposing_Fronts/?snr=1_7_7_240_150_6,Relic Entertainment,Relic Entertainment,"Strategy,RTS,World War II,Action,Singleplayer,Military,Multiplayer,Tactical,War,Tanks,Base Building,Historical,Co-op,Simulation,Online Co-Op",win,,"27 Sep, 2007",189₴,9,90%,652
Close Combat: The Longest Day,https://store.steampowered.com/app/1272130/Close_Combat_The_Longest_Day/?snr=1_7_7_240_150_6,Strategy 3 Tactics,Strategy 3 Tactics,"Strategy,Simulation,RTS,World War II,Wargame,Military,Classic",win,,"21 Jun, 2011",2 610₴,7,74%,63
Runeverse,https://store.steampowered.com/app/2178010/Runeverse/?snr=1_7_7_240_150_6,Freakinware Games,Freakinware Games,"Early Access,Casual,Card Game,Trading Card Game,Card Battler,Strategy,Auto Battler,Turn-Based Strategy,RTS,Turn-Based Tactics,Real Time Tactics,2D,Cartoon,Deckbuilding,Hand-drawn,PvP,Free to Play,Cartoony,Atmospheric,Multiplayer","mac, win","2D,Cartoon,Hand-drawn,Cartoony","23 Dec, 2022",Free To Play,9,82%,84
Hotel Giant 2,https://store.steampowered.com/app/38230/Hotel_Giant_2/?snr=1_7_7_240_150_6,"Enlight Software Limited, PerspectX","Enlight Software Limited, PerspectX","Simulation,Strategy,Casual,Management,Sandbox,RTS,Grand Strategy,Top-Down,Immersive Sim,Building,Relaxing,Economy,Resource Management,Time Manipulation,Singleplayer,Sequel",win,Top-Down,"27 Jan, 2010",149₴,6,45%,222
Company of Heroes - Legacy Edition,https://store.steampowered.com/app/4560/Company_of_Heroes__Legacy_Edition/?snr=1_7_7_240_150_6,Relic Entertainment,Relic Entertainment,"Strategy,World War II,RTS,Multiplayer,Military,Action,Tactical,Singleplayer,War,Base Building,Historical,Tanks,Moddable,Co-op,Simulation,Epic,Classic,Team-Based,Addictive,Adventure",win,,"11 Sep, 2006",189₴,9,93%,4168
Oriental Empires,https://store.steampowered.com/app/357310/Oriental_Empires/?snr=1_7_7_240_150_6,Shining Pixel Studios,Shining Pixel Studios,"Strategy,Simulation,Indie,Historical,Turn-Based,4X,Military,Sandbox,PvP,Grand Strategy,War,Adventure,Early Access,Turn-Based Strategy,Tactical,Survival,Great Soundtrack,Multiplayer,RTS,Online Co-Op",win,,"14 Sep, 2017",600₴,9,80%,2433
Pocket Clothier,https://store.steampowered.com/app/2050540/Pocket_Clothier/?snr=1_7_7_240_150_6,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","Simulation,Casual,Strategy,Colony Sim,Life Sim,Pixel Graphics,Cute,RTS,2D,Building,Retro,Indie,Management,Economy,Singleplayer,Resource Management,Real-Time with Pause",win,"Pixel Graphics,Cute,2D","24 Jul, 2022",4 729₴,8,92%,42
Ancient Space,https://store.steampowered.com/app/249190/Ancient_Space/?snr=1_7_7_240_150_6,CreativeForge Games,CreativeForge Games,"Strategy,Space,RTS,Sci-fi,Singleplayer,Adventure,Indie,Atmospheric,Realistic,Exploration,Action,Space Sim,Management,Real-Time,Simulation,Building,Relaxing,Destruction,Inventory Management,Science","mac, win",Realistic,"23 Sep, 2014",279₴,6,41%,246
Skirmish Line,https://store.steampowered.com/app/666820/Skirmish_Line/?snr=1_7_7_240_150_6,The Snarktopus,The Snarktopus,"World War II,Strategy,Action,Indie,Casual,Violent,Simulation,Difficult,Tower Defense,Tactical,Top-Down,Singleplayer,War,Gore,RTS,Real-Time with Pause,Replay Value,2D,Psychological Horror,Perma Death","linux, mac, win","Top-Down,2D","21 Mar, 2019",279₴,9,89%,327
Tropico 4,https://store.steampowered.com/app/57690/Tropico_4/?snr=1_7_7_240_150_6,Haemimont Games,Haemimont Games,"City Builder,Simulation,Strategy,Management,Comedy,Sandbox,Singleplayer,Great Soundtrack,Economy,Real-Time with Pause,Politics,Building,Resource Management,Political,Funny,Cold War,RTS,Atmospheric,God Game,Capitalism","music, win",,"1 Sep, 2011",4 800₴,9,91%,7642
Para Bellum - Hold the Line,https://store.steampowered.com/app/1772920/Para_Bellum__Hold_the_Line/?snr=1_7_7_240_150_6,Laukaus Games,Laukaus Games,"Strategy,RTS,Tower Defense,Action RTS,Real Time Tactics,Wargame,3D,Realistic,Stylized,Top-Down,Military,Modern,Tactical,War,Choices Matter,Combat,Singleplayer,Indie","linux, mac, win","3D,Realistic,Stylized,Top-Down","31 Dec, 2021",259₴,8,90%,11
Element,https://store.steampowered.com/app/422300/Element/?snr=1_7_7_240_150_6,Flightless,Flightless,"RTS,Strategy,Simulation,Sci-fi,Space,War,Building,Singleplayer,Base Building,Wargame,Casual,Destruction,Grand Strategy,Atmospheric,Top-Down,3D,Real-Time,Futuristic,Post-apocalyptic,Stylized","linux, mac, win","Top-Down,3D,Stylized","26 Jul, 2018",199₴,7,72%,37
Company of Heroes: Tales of Valor,https://store.steampowered.com/app/20540/Company_of_Heroes_Tales_of_Valor/?snr=1_7_7_240_150_6,Relic Entertainment,Relic Entertainment,"Strategy,RTS,World War II,Military,Multiplayer,Base Building,Singleplayer,Action,War,Tactical,Historical,Co-op",win,,"8 Apr, 2009",189₴,9,92%,1406
Legacy of Sin blood oath,https://store.steampowered.com/app/1969820/Legacy_of_Sin_blood_oath/?snr=1_7_7_240_150_6,"Absolute Power Game Studio, https://absolutepowergamestudio.com/","Absolute Power Game Studio, https://absolutepowergamestudio.com/","Strategy,Fantasy,RTS,RPG,Real Time Tactics,Tactical RPG,Tactical,Tower Defense,Hand-drawn,Character Customization,Cartoon,Auto Battler,Survival,Puzzle,Dark Fantasy,Fighting,Medieval,Post-apocalyptic,Combat,Family Friendly","music, linux, mac, win","Hand-drawn,Cartoon","1 Sep, 2022",321₴,8,95%,20
Cosmic Trip,https://store.steampowered.com/app/427240/Cosmic_Trip/?snr=1_7_7_240_150_6,Funktronic Labs,Funktronic Labs,"VR,Singleplayer,FPS,Action RTS,Tower Defense,RTS,PvE,Strategy,Shooter,Action-Adventure,First-Person,3D,Gun Customization,Resource Management,Action,Anime,Cartoony,Colorful,Sci-fi,Space","music, win","VR,First-Person,3D,Anime,Cartoony,Colorful","24 May, 2017",451₴,9,87%,405
Save District 3,https://store.steampowered.com/app/2355050/Save_District_3/?snr=1_7_7_240_150_6,001,001,"Action,Sci-fi,Female Protagonist,Sexual Content,Strategy,Simulation,3D Fighter,Action-Adventure,Action RPG,RTS,Casual,Spectacle fighter,3D,Third Person,Artificial Intelligence,Military,Drama,Quick-Time Events,Singleplayer,Indie",win,"3D,Third Person","11 Apr, 2023",50₴,9,90%,55
New Home: Medieval Village,https://store.steampowered.com/app/1658870/New_Home_Medieval_Village/?snr=1_7_7_240_150_6,Mustafa Caner Tonbul,Mustafa Caner Tonbul,"Early Access,City Builder,Colony Sim,Simulation,Building,Strategy,Medieval,Management,RTS,Relaxing,Economy,Sandbox,Resource Management,Real-Time with Pause,Base Building,Replay Value,God Game,Nonlinear,Singleplayer,Real Time Tactics",win,,"14 Jan, 2022",279₴,6,64%,128
FATAL ERROR - RTS,https://store.steampowered.com/app/557950/FATAL_ERROR__RTS/?snr=1_7_7_240_150_6,"Jeffrey Lu, Freddy Lu","Jeffrey Lu, Freddy Lu","Early Access,RTS,Base Building,Action-Adventure,2D,Top-Down,Strategy,Lore-Rich,Indie,Pixel Graphics,Mechs,Story Rich,Surreal,Building,Abstract,Dystopian,Sci-fi,Tactical,Level Editor,Robots","linux, win","2D,Top-Down,Pixel Graphics,Abstract","27 Sep, 2021",99₴,9,96%,64
Infectra,https://store.steampowered.com/app/1413500/Infectra/?snr=1_7_7_240_150_6,Boar-in-games,Boar-in-games,"Strategy,Puzzle,RTS,Tower Defense,Colony Sim,Real Time Tactics,Tactical RPG,3D,Cinematic,Minimalist,Stylized,Top-Down,Base Building,Building,Combat,Singleplayer,Aliens,Cyberpunk,Space,Sci-fi",win,"3D,Cinematic,Minimalist,Stylized,Top-Down","22 Sep, 2020",10₴,8,81%,11
Star Ruler,https://store.steampowered.com/app/70900/Star_Ruler/?snr=1_7_7_240_150_6,Blind Mind Studios,Blind Mind Studios,"Strategy,Indie,Space,4X,RTS,Sci-fi,Grand Strategy,Great Soundtrack,Singleplayer,Multiplayer",win,,"20 Sep, 2010",149₴,9,85%,241
Mech Engineer,https://store.steampowered.com/app/1428520/Mech_Engineer/?snr=1_7_7_240_150_6,KiberKreker,KiberKreker,"Management,Character Customization,Dungeon Crawler,Simulation,Auto Battler,Resource Management,Strategy,Indie,Building,Early Access,Real Time Tactics,Mechs,Pixel Graphics,RTS,Realistic,Stylized,Singleplayer,2.5D,2D",win,"Pixel Graphics,Realistic,Stylized,2.5D,2D","15 Dec, 2020",Beta version of the game,6,68%,114
DEAD CIDE CLUB,https://store.steampowered.com/app/1443350/DEAD_CIDE_CLUB/?snr=1_7_7_240_150_6,PressA,PressA,"Early Access,Cartoony,Multiplayer,Online Co-Op,Co-op,Looter Shooter,2D Fighter,Futuristic,2D,Strategy,Side Scroller,Battle Royale,Shooter,Character Customization,Combat,PvP,Cyberpunk,Survival,Action,RTS",win,"Cartoony,2D","27 Feb, 2023",Free To Play,6,47%,907
